Lat,Lon,City,State,Highlight,Decade,Count,Links
33.401559,-86.705511,"Birmingham","Alabama","All","1950",2,0
45.061132,-92.954847,"St. Paul","Minnesota","All","1930",2,0
29.7652,-95.3657,"Houston","Texas","All","1950",4,0
45.443343,-122.775974,"Portland","Oregon","Civil rights","1970",1,0
45.443343,-122.775974,"Portland","Oregon","Civil rights","1980",1,0
45.443343,-122.775974,"Portland","Oregon","Civil rights","All",1,0
30.505972,-97.747187,"Austin","Texas","All","1870",1,0
40.698097,-73.758641,"St. Albans","New York","All","All",3,0
40.698097,-73.758641,"St. Albans","New York","All","1960",1,0
40.698097,-73.758641,"St. Albans","New York","Comic","1960",1,0
40.698097,-73.758641,"St. Albans","New York","History","1960",1,0
40.698097,-73.758641,"St. Albans","New York","Comic","All",1,0
40.698097,-73.758641,"St. Albans","New York","History","All",1,0
32.325824,-90.85065,"Vicksburg","Mississippi","All","All",5,0
32.325824,-90.85065,"Vicksburg","Mississippi","All","1890",2,0
32.325824,-90.85065,"Vicksburg","Mississippi","All","1900",2,0
29.59433,-90.754808,"Houma","Louisiana","All","All",1,0
29.59433,-90.754808,"Houma","Louisiana","All","1970",1,0
29.59433,-90.754808,"Houma","Louisiana","Poetry","1970",1,0
29.59433,-90.754808,"Houma","Louisiana","Poetry","All",1,0
28.539882,-81.372668,"Orlando","Florida","All","1940",1,0
32.524398,-92.715785,"Grambling","Louisiana","Education","1990",2,0
32.524398,-92.715785,"Grambling","Louisiana","Education","All",4,0
40.761254,-73.873902,"East Elmhurst","New York","All","All",4,0
40.761254,-73.873902,"East Elmhurst","New York","All","1980",1,0
37.5594,-77.4472,"Richmond","Virginia","All","1980",4,0
34.726866,-86.567318,"Huntsville","Alabama","All","1900",2,0
33.9924,-117.369421,"Riverside","California","All","1990",1,0
33.9924,-117.369421,"Riverside","California","Music","1990",1,0
33.9924,-117.369421,"Riverside","California","Music","All",1,0
41.410513,-81.560339,"Maple Heights","Ohio","All","All",1,0
41.410513,-81.560339,"Maple Heights","Ohio","All","1990",1,0
41.410513,-81.560339,"Maple Heights","Ohio","Music","1990",1,0
41.410513,-81.560339,"Maple Heights","Ohio","Music","All",1,0
44.983473,-93.268251,"Minneapolis","Minnesota","All","1970",4,0
37.5594,-77.4472,"Richmond","Virginia","Music","1990",1,0
37.5594,-77.4472,"Richmond","Virginia","Music","All",1,0
40.850312,-73.974455,"Fort Lee","New Jersey","All","All",1,0
40.850312,-73.974455,"Fort Lee","New Jersey","All","1990",1,0
40.850312,-73.974455,"Fort Lee","New Jersey","Music","1990",1,0
40.850312,-73.974455,"Fort Lee","New Jersey","Music","All",1,0
36.069741,-79.768151,"Greensboro","North Carolina","All","1990",3,0
40.694021,-73.99034,"Brooklyn","New York","Music","1970",2,0
41.7216,-87.7026,"Evergreen Park","Illinois","All","All",1,0
41.7216,-87.7026,"Evergreen Park","Illinois","All","1990",1,0
41.7216,-87.7026,"Evergreen Park","Illinois","Comic","1990",1,0
41.7216,-87.7026,"Evergreen Park","Illinois","Comic","All",1,0
30.450731,-91.186954,"Baton Rouge","Louisiana","All","1870",1,0
42.9704,-85.6738,"Grand Rapids","Michigan","All","1950",1,0
45.061132,-92.954847,"St. Paul","Minnesota","All","1970",4,0
37.972374,-122.336929,"San Pablo","California","All","All",2,0
37.972374,-122.336929,"San Pablo","California","All","1990",1,0
32.524398,-92.715785,"Grambling","Louisiana","Education","1970",1,0
33.451,-112.0685,"Phoenix","Arizona","All","1990",1,0
36.841107,-119.800359,"Fresno","California","History","1960",1,0
36.841107,-119.800359,"Fresno","California","History","All",1,0
30.505972,-97.747187,"Austin","Texas","Civil rights","1980",1,0
30.505972,-97.747187,"Austin","Texas","Civil rights","All",1,0
35.0337,-89.9343,"Memphis","Tennessee","All","1930",4,0
31.838257,-91.095691,"Lorman","Mississippi","All","1930",1,0
35.491328,-96.470386,"Boley","Oklahoma","All","1970",1,0
35.491328,-96.470386,"Boley","Oklahoma","Poetry","1970",1,0
35.491328,-96.470386,"Boley","Oklahoma","Poetry","All",1,0
39.716111,-83.877778,"Wilberforce","Ohio","All","1940",5,0
40.1162,-75.0141,"Philadelphia","Pennsylvania","Culture","1980",1,0
35.2269,-80.8433,"Charlotte","North Carolina","All","1980",1,0
35.2269,-80.8433,"Charlotte","North Carolina","Art","1980",1,0
35.2269,-80.8433,"Charlotte","North Carolina","Culture","1980",1,0
35.2269,-80.8433,"Charlotte","North Carolina","Art","1990",1,0
35.2269,-80.8433,"Charlotte","North Carolina","Culture","1990",1,0
35.2269,-80.8433,"Charlotte","North Carolina","Art","All",1,0
35.2269,-80.8433,"Charlotte","North Carolina","Culture","All",1,0
40.111017,-88.240747,"Champaign","Illinois","All","1980",1,0
40.714156,-73.767685,"Hollis","New York","All","All",2,0
40.714156,-73.767685,"Hollis","New York","All","1980",1,0
40.714156,-73.767685,"Hollis","New York","History","1980",1,0
40.714156,-73.767685,"Hollis","New York","History","All",1,0
32.54956,-83.888727,"Fort Valley","Georgia","All","1930",2,0
32.54956,-83.888727,"Fort Valley","Georgia","Education","1930",1,0
34.589599,-86.98868,"Decatur","Alabama","All","1910",1,0
39.933719,-81.458043,"Senecaville","Ohio","All","1940",1,0
35.473,-97.5177,"Oklahoma City","Oklahoma","All","1890",1,0
35.473,-97.5177,"Oklahoma City","Oklahoma","All","1900",1,0
32.71852,-117.159316,"San Diego","California","All","1930",1,0
30.6959,-88.0434,"Mobile","Alabama","All","1940",3,0
35.832955,-97.435995,"Guthrie","Oklahoma","All","All",4,0
35.832955,-97.435995,"Guthrie","Oklahoma","All","1900",3,0
40.7633,-82.5138,"Mansfield","Ohio","All","All",2,0
40.7633,-82.5138,"Mansfield","Ohio","All","1970",1,0
40.7633,-82.5138,"Mansfield","Ohio","History","1970",1,0
40.7633,-82.5138,"Mansfield","Ohio","History","All",1,0
40.694021,-73.99034,"Brooklyn","New York","Art","1960",1,0
40.694021,-73.99034,"Brooklyn","New York","Comic","1960",1,0
30.505972,-97.747187,"Austin","Texas","Poetry","1970",1,0
30.505972,-97.747187,"Austin","Texas","Poetry","All",1,0
25.779,-80.1982,"Miami","Florida","Science","1990",1,0
25.779,-80.1982,"Miami","Florida","Science","All",1,0
42.08,-71.0377,"Brockton","Massachusetts","All","All",1,0
42.08,-71.0377,"Brockton","Massachusetts","All","1990",1,0
30.428563,-84.259337,"Tallahassee","Florida","All","1990",1,0
40.745288,-73.861069,"Corona","New York","All","1980",2,0
39.019106,-77.007613,"Silver Spring","Maryland","All","1970",1,0
39.019106,-77.007613,"Silver Spring","Maryland","Art","1970",1,0
41.885847,-87.618123,"Chicago","Illinois","Health","1910",1,0
41.885847,-87.618123,"Chicago","Illinois","Music","1910",2,0
41.885847,-87.618123,"Chicago","Illinois","Health","1920",2,0
41.885847,-87.618123,"Chicago","Illinois","Music","1920",1,0
41.885847,-87.618123,"Chicago","Illinois","Poetry","1920",3,0
39.0061,-77.4288,"Sterling","Virginia","All","All",1,0
39.0061,-77.4288,"Sterling","Virginia","All","1990",1,0
36.982946,-122.043612,"Santa Cruz","California","All","All",2,0
36.982946,-122.043612,"Santa Cruz","California","All","1970",2,0
36.982946,-122.043612,"Santa Cruz","California","Art","1970",1,0
36.982946,-122.043612,"Santa Cruz","California","Poetry","1970",1,0
36.982946,-122.043612,"Santa Cruz","California","Art","All",1,0
36.982946,-122.043612,"Santa Cruz","California","Poetry","All",1,0
37.100565,-76.409939,"Hampton","Virginia","All","1900",6,0
37.100565,-76.409939,"Hampton","Virginia","All","1880",2,0
37.100565,-76.409939,"Hampton","Virginia","Education","1900",4,0
37.100565,-76.409939,"Hampton","Virginia","Education","1910",2,0
37.100565,-76.409939,"Hampton","Virginia","Music","1990",1,0
37.100565,-76.409939,"Hampton","Virginia","Music","All",1,0
37.770116,-77.321572,"Hanover","Virginia","All","All",1,0
37.770116,-77.321572,"Hanover","Virginia","All","1940",1,0
41.8255,-71.4114,"Providence","Rhode Island","All","1980",4,0
41.8255,-71.4114,"Providence","Rhode Island","History","1980",2,0
41.8255,-71.4114,"Providence","Rhode Island","History","All",2,0
42.100769,-76.811977,"Elmira","New York","All","All",1,0
42.100769,-76.811977,"Elmira","New York","All","1930",1,0
32.346999,-89.467201,"Forest","Mississippi","All","All",1,0
32.346999,-89.467201,"Forest","Mississippi","All","1930",1,0
21.3095,-157.863,"Honolulu","Hawaii","All","All",2,0
21.3095,-157.863,"Honolulu","Hawaii","All","1970",2,0
21.3095,-157.863,"Honolulu","Hawaii","Poetry","1970",1,0
21.3095,-157.863,"Honolulu","Hawaii","Poetry","All",1,0
40.769223,-74.2355,"Orange","New Jersey","All","All",1,0
40.769223,-74.2355,"Orange","New Jersey","All","1990",1,0
40.769223,-74.2355,"Orange","New Jersey","Culture","1990",1,0
40.769223,-74.2355,"Orange","New Jersey","History","1990",1,0
40.769223,-74.2355,"Orange","New Jersey","Culture","All",1,0
40.769223,-74.2355,"Orange","New Jersey","History","All",1,0
32.321641,-106.746034,"Las Cruces","New Mexico","All","All",2,0
32.321641,-106.746034,"Las Cruces","New Mexico","All","1970",2,0
43.0343,-87.9151,"Milwaukee","Wisconsin","Health","1970",1,0
41.1669,-73.2052,"Bridgeport","Connecticut","All","1960",1,0
40.74838,-73.996705,"New York","New York","History","1940",4,0
40.74838,-73.996705,"New York","New York","Poetry","1940",4,0
40.74838,-73.996705,"New York","New York","Poetry","1950",2,0
41.885847,-87.618123,"Chicago","Illinois","Music","1940",1,0
40.166318,-75.207234,"Ambler","Pennsylvania","All","All",1,0
40.166318,-75.207234,"Ambler","Pennsylvania","All","1990",1,0
35.242778,-81.874722,"Harris","North Carolina","All","All",1,0
35.242778,-81.874722,"Harris","North Carolina","All","1940",1,0
40.261767,-76.883079,"Harrisburg","Pennsylvania","All","1990",1,0
37.2935,-80.0553,"Roanoke","Virginia","All","All",2,0
37.2935,-80.0553,"Roanoke","Virginia","All","1990",1,0
37.2935,-80.0553,"Roanoke","Virginia","Culture","1990",1,0
37.2935,-80.0553,"Roanoke","Virginia","History","1990",1,0
37.2935,-80.0553,"Roanoke","Virginia","Culture","All",1,0
37.2935,-80.0553,"Roanoke","Virginia","History","All",1,0
41.7636,-72.6855,"Hartford","Connecticut","All","1970",7,0
41.7636,-72.6855,"Hartford","Connecticut","All","1960",2,0
42.377045,-71.125611,"Cambridge","Massachusetts","Civil rights","1980",1,0
42.377045,-71.125611,"Cambridge","Massachusetts","Poetry","1960",1,0
42.377045,-71.125611,"Cambridge","Massachusetts","Poetry","1970",1,0
19.508901,-154.923135,"Pahoa","Hawaii","All","All",1,0
19.508901,-154.923135,"Pahoa","Hawaii","All","1990",1,0
33.648209,-84.456007,"College Park","Georgia","Health","1980",1,0
33.648209,-84.456007,"College Park","Georgia","Health","All",1,0
40.694021,-73.99034,"Brooklyn","New York","Health","1990",1,0
30.093056,-95.9875,"Prairie View","Texas","Health","1940",1,0
30.093056,-95.9875,"Prairie View","Texas","Health","All",1,0
40.289175,-75.214938,"Chalfont","Pennsylvania","All","All",1,0
40.289175,-75.214938,"Chalfont","Pennsylvania","All","1990",1,0
40.289175,-75.214938,"Chalfont","Pennsylvania","Health","1990",1,0
40.289175,-75.214938,"Chalfont","Pennsylvania","Health","All",1,0
32.3743,-86.3118,"Montgomery","Alabama","All","1990",2,0
32.3743,-86.3118,"Montgomery","Alabama","Health","1990",1,0
32.3743,-86.3118,"Montgomery","Alabama","Health","All",1,0
40.529295,-75.500991,"Emmaus","Pennsylvania","All","All",1,0
40.529295,-75.500991,"Emmaus","Pennsylvania","All","1990",1,0
40.529295,-75.500991,"Emmaus","Pennsylvania","Health","1990",1,0
40.529295,-75.500991,"Emmaus","Pennsylvania","Health","All",1,0
41.608536,-87.661115,"Harvey","Illinois","All","1890",1,0
41.608536,-87.661115,"Harvey","Illinois","Education","1890",1,0
41.608536,-87.661115,"Harvey","Illinois","Education","All",1,0
40.713889,-73.600278,"Hempstead","New York","All","1950",1,0
40.713889,-73.600278,"Hempstead","New York","All","1990",3,0
32.7469,-97.3268,"Fort Worth","Texas","All","1950",5,0
29.644226,-98.312774,"San Antonio","Texas","All","1920",3,0
31.118926,-87.067325,"Brewton","Alabama","All","All",1,0
31.118926,-87.067325,"Brewton","Alabama","All","1920",1,0
34.726866,-86.567318,"Huntsville","Alabama","All","1870",2,0
37.780595,-122.216587,"Oakland","California","All","1940",1,0
29.7652,-95.3657,"Houston","Texas","All","1940",6,0
43.218525,-71.527734,"Concord","New Hampshire","All","All",2,0
43.218525,-71.527734,"Concord","New Hampshire","All","1830",1,0
43.218525,-71.527734,"Concord","New Hampshire","All","1840",1,0
33.955048,-118.355575,"Inglewood","California","All","1970",1,0
33.955048,-118.355575,"Inglewood","California","Culture","1970",1,0
33.955048,-118.355575,"Inglewood","California","Culture","1980",1,0
33.955048,-118.355575,"Inglewood","California","Culture","All",1,0
40.74838,-73.996705,"New York","New York","Culture","1960",2,0
32.325824,-90.85065,"Vicksburg","Mississippi","All","1990",2,0
32.325824,-90.85065,"Vicksburg","Mississippi","History","1990",1,0
32.325824,-90.85065,"Vicksburg","Mississippi","Music","1990",1,0
32.325824,-90.85065,"Vicksburg","Mississippi","History","All",1,0
32.325824,-90.85065,"Vicksburg","Mississippi","Music","All",1,0
37.674649,-121.011303,"Modesto","California","All","All",2,0
37.674649,-121.011303,"Modesto","California","All","1990",2,0
37.674649,-121.011303,"Modesto","California","Comic","1990",2,0
37.674649,-121.011303,"Modesto","California","Comic","All",2,0
40.809502,-72.822918,"Moriches","New York","All","All",1,0
40.809502,-72.822918,"Moriches","New York","All","1990",1,0
40.809502,-72.822918,"Moriches","New York","Comic","1990",1,0
40.809502,-72.822918,"Moriches","New York","Comic","All",1,0
34.526051,-82.630436,"Anderson","South Carolina","All","All",1,0
34.526051,-82.630436,"Anderson","South Carolina","All","1930",1,0
35.244917,-81.219449,"Gastonia","North Carolina","All","All",1,0
35.244917,-81.219449,"Gastonia","North Carolina","All","1930",1,0
35.996725,-78.896613,"Durham","North Carolina","All","1930",3,0
43.339197,-75.754258,"Camden","New York","All","All",1,0
43.339197,-75.754258,"Camden","New York","All","1930",1,0
43.339197,-75.754258,"Camden","New York","All","1940",1,0
32.7469,-97.3268,"Fort Worth","Texas","All","1970",6,0
32.7469,-97.3268,"Fort Worth","Texas","Music","1970",2,0
32.7469,-97.3268,"Fort Worth","Texas","Music","1980",2,0
32.7469,-97.3268,"Fort Worth","Texas","Music","All",3,0
40.717927,-74.282874,"Vauxhall","New Jersey","All","All",1,0
40.717927,-74.282874,"Vauxhall","New Jersey","All","1940",1,0
38.964402,-95.241789,"Lawrence","Kansas","All","1890",1,0
41.885847,-87.618123,"Chicago","Illinois","History","1930",2,0
29.960484,-90.075301,"New Orleans","Louisiana","History","1940",1,0
36.069741,-79.768151,"Greensboro","North Carolina","History","1970",1,0
36.069741,-79.768151,"Greensboro","North Carolina","History","1980",2,0
36.069741,-79.768151,"Greensboro","North Carolina","History","All",2,0
30.450731,-91.186954,"Baton Rouge","Louisiana","Civil rights","1970",1,0
30.450731,-91.186954,"Baton Rouge","Louisiana","Civil rights","All",2,0
35.996725,-78.896613,"Durham","North Carolina","All","1900",1,0
38.546212,-92.152462,"Jefferson City","Missouri","All","1940",5,0
35.772701,-78.632439,"Raleigh","North Carolina","Education","1920",1,0
35.772701,-78.632439,"Raleigh","North Carolina","Education","1930",2,0
35.772701,-78.632439,"Raleigh","North Carolina","Education","All",3,0
39.70636,-91.38387,"Hannibal","Missouri","All","All",1,0
39.70636,-91.38387,"Hannibal","Missouri","All","1900",1,0
35.009129,-90.788572,"Forrest City","Arkansas","All","1990",1,0
33.973093,-118.247896,"Los Angeles","California","Comic","1990",1,0
33.973093,-118.247896,"Los Angeles","California","Comic","All",1,0
39.775006,-86.109348,"Indianapolis","Indiana","All","1940",4,1
39.775006,-86.109348,"Indianapolis","Indiana","All","1950",4,1
36.167028,-86.778441,"Nashville","Tennessee","All","1890",6,0
36.167028,-86.778441,"Nashville","Tennessee","Education","1890",1,0
36.167028,-86.778441,"Nashville","Tennessee","Education","1900",1,0
36.167028,-86.778441,"Nashville","Tennessee","Education","1910",1,0
43.218525,-71.527734,"Concord","New Hampshire","All","1880",1,0
32.2999,-90.1843,"Jackson","Mississippi","All","1990",9,0
39.409167,-76.648889,"Riderwood","Maryland","All","All",1,0
39.409167,-76.648889,"Riderwood","Maryland","All","1990",1,0
40.7308,-74.1744,"Newark","New Jersey","All","1950",4,0
38.8847,-76.9108,"Capitol Heights","Maryland","All","All",1,0
38.8847,-76.9108,"Capitol Heights","Maryland","All","1990",1,0
38.912217,-77.017691,"Washington","District of Columbia","Science","1970",2,0
38.912217,-77.017691,"Washington","District of Columbia","Science","1960",1,0
40.261767,-76.883079,"Harrisburg","Pennsylvania","All","1880",2,0
40.261767,-76.883079,"Harrisburg","Pennsylvania","Poetry","1880",1,0
40.261767,-76.883079,"Harrisburg","Pennsylvania","Poetry","All",1,0
32.524398,-92.715785,"Grambling","Louisiana","Health","1980",1,0
32.524398,-92.715785,"Grambling","Louisiana","Health","All",1,0
45.443343,-122.775974,"Portland","Oregon","Health","1990",1,0
45.443343,-122.775974,"Portland","Oregon","Health","All",1,0
31.314553,-89.306471,"Hattiesburg","Mississippi","All","All",1,0
31.314553,-89.306471,"Hattiesburg","Mississippi","All","1980",1,0
41.517833,-74.03598,"Newburgh","New York","All","All",1,0
41.517833,-74.03598,"Newburgh","New York","All","1980",1,0
21.3095,-157.863,"Honolulu","Hawaii","All","1960",1,0
21.3095,-157.863,"Honolulu","Hawaii","Civil rights","1960",1,0
21.3095,-157.863,"Honolulu","Hawaii","Health","1960",1,0
21.3095,-157.863,"Honolulu","Hawaii","Civil rights","1970",1,0
21.3095,-157.863,"Honolulu","Hawaii","Health","1970",1,0
21.3095,-157.863,"Honolulu","Hawaii","Civil rights","All",1,0
21.3095,-157.863,"Honolulu","Hawaii","Health","All",1,0
35.2269,-80.8433,"Charlotte","North Carolina","Education","1950",2,0
37.621944,-122.381944,"San Francisco","California","Health","1960",1,0
37.621944,-122.381944,"San Francisco","California","Health","All",1,0
34.726866,-86.567318,"Huntsville","Alabama","All","1880",1,0
34.726866,-86.567318,"Huntsville","Alabama","All","1890",2,0
38.054995,-97.931052,"Hutchinson","Kansas","All","All",2,0
38.054995,-97.931052,"Hutchinson","Kansas","All","1910",1,0
38.054995,-97.931052,"Hutchinson","Kansas","All","1920",1,0
38.054995,-97.931052,"Hutchinson","Kansas","All","1900",1,0
36.172082,-115.122366,"Las Vegas","Nevada","All","All",3,0
36.172082,-115.122366,"Las Vegas","Nevada","All","1990",1,0
39.716111,-83.877778,"Wilberforce","Ohio","Poetry","1970",3,0
32.067631,-81.102394,"Savannah","Georgia","All","1980",1,0
32.067631,-81.102394,"Savannah","Georgia","Education","1980",1,0
32.067631,-81.102394,"Savannah","Georgia","Education","All",1,0
44.983473,-93.268251,"Minneapolis","Minnesota","All","1980",4,0
35.6594,-77.3974,"Greenville","North Carolina","All","All",2,0
35.6594,-77.3974,"Greenville","North Carolina","All","1980",2,0
35.6594,-77.3974,"Greenville","North Carolina","Education","1980",1,0
35.6594,-77.3974,"Greenville","North Carolina","Education","All",1,0
47.848941,-122.206981,"Bothell","Washington","All","All",1,0
47.848941,-122.206981,"Bothell","Washington","All","1990",1,0
38.418405,-96.187145,"Emporia","Kansas","All","1990",1,0
39.80004,-89.649531,"Springfield","Illinois","All","1910",2,0
39.80004,-89.649531,"Springfield","Illinois","All","1920",1,0
39.80004,-89.649531,"Springfield","Illinois","All","1930",1,0
40.111017,-88.240747,"Champaign","Illinois","All","1940",1,0
37.780595,-122.216587,"Oakland","California","All","1890",3,0
34.143025,-118.391311,"Studio City","California","All","All",1,0
34.143025,-118.391311,"Studio City","California","All","1990",1,0
34.143025,-118.391311,"Studio City","California","Art","1990",1,0
34.143025,-118.391311,"Studio City","California","Culture","1990",1,0
34.143025,-118.391311,"Studio City","California","Art","All",1,0
34.143025,-118.391311,"Studio City","California","Culture","All",1,0
33.479838,-90.339421,"Itta Bena","Mississippi","All","1990",1,0
38.362996,-75.592238,"Salisbury","Maryland","All","All",1,0
38.362996,-75.592238,"Salisbury","Maryland","All","1990",1,0
38.362996,-75.592238,"Salisbury","Maryland","History","1990",1,0
38.362996,-75.592238,"Salisbury","Maryland","Poetry","1990",1,0
38.362996,-75.592238,"Salisbury","Maryland","History","All",1,0
38.362996,-75.592238,"Salisbury","Maryland","Poetry","All",1,0
40.1162,-75.0141,"Philadelphia","Pennsylvania","Art","1970",1,0
40.1162,-75.0141,"Philadelphia","Pennsylvania","Art","All",1,0
43.0459,-76.1528,"Syracuse","New York","All","1980",2,0
30.324275,-89.397356,"Bay St. Louis","Mississippi","All","All",2,0
30.324275,-89.397356,"Bay St. Louis","Mississippi","All","1920",2,0
36.8466,-76.2855,"Norfolk","Virginia","All","1990",5,0
26.007011,-80.121931,"Hollywood","Florida","All","All",1,0
26.007011,-80.121931,"Hollywood","Florida","All","1990",1,0
34.091436,-118.129288,"Alhambra","California","All","All",1,0
34.091436,-118.129288,"Alhambra","California","All","1990",1,0
37.8691,-122.2696,"Berkeley","California","Art","1990",1,0
37.8691,-122.2696,"Berkeley","California","Art","All",5,0
42.421155,-83.100909,"Highland Park","Michigan","All","1970",2,0
32.419719,-87.024527,"Selma","Alabama","All","1880",3,0
29.7652,-95.3657,"Houston","Texas","All","1890",2,0
29.7652,-95.3657,"Houston","Texas","All","1900",2,0
39.775006,-86.109348,"Indianapolis","Indiana","All","1870",1,0
39.775006,-86.109348,"Indianapolis","Indiana","All","1960",1,1
30.068805,-94.103896,"Beaumont","Texas","All","1900",1,0
33.401559,-86.705511,"Birmingham","Alabama","All","1920",3,0
30.450731,-91.186954,"Baton Rouge","Louisiana","Science","1990",1,0
38.5816,-121.4933,"Sacramento","California","All","1990",1,0
38.5816,-121.4933,"Sacramento","California","Music","1990",1,0
38.5816,-121.4933,"Sacramento","California","Music","All",1,0
34.726866,-86.567318,"Huntsville","Alabama","All","1970",3,0
40.106639,-83.767142,"Urbana","Ohio","All","All",1,0
40.106639,-83.767142,"Urbana","Ohio","All","1890",1,0
36.8466,-76.2855,"Norfolk","Virginia","All","1920",1,0
39.6368,-80.018,"Morgantown","West Virginia","All","1930",1,0
43.0343,-87.9151,"Milwaukee","Wisconsin","Art","1970",1,0
40.55152,-74.458996,"Piscataway","New Jersey","All","1990",2,0
40.55152,-74.458996,"Piscataway","New Jersey","Comic","1990",2,0
40.55152,-74.458996,"Piscataway","New Jersey","Comic","All",2,0
33.435445,-86.113352,"Talladega","Alabama","All","1990",1,0
45.061132,-92.954847,"St. Paul","Minnesota","All","1960",5,0
45.061132,-92.954847,"St. Paul","Minnesota","All","1980",3,0
40.1162,-75.0141,"Philadelphia","Pennsylvania","All","1860",2,0
38.384943,-82.503646,"Huntington","West Virginia","All","1900",1,0
47.094431,-91.846731,"Duluth","Minnesota","All","All",2,0
47.094431,-91.846731,"Duluth","Minnesota","All","1970",1,0
47.094431,-91.846731,"Duluth","Minnesota","All","1980",1,0
42.377017,-72.51565,"Amherst","Massachusetts","Education","1960",1,0
42.377017,-72.51565,"Amherst","Massachusetts","Education","1970",1,0
42.377017,-72.51565,"Amherst","Massachusetts","Education","1980",1,0
42.377017,-72.51565,"Amherst","Massachusetts","Education","All",1,0
33.973093,-118.247896,"Los Angeles","California","Culture","1960",1,0
34.532491,-90.629784,"Helena","Arkansas","All","All",3,0
34.532491,-90.629784,"Helena","Arkansas","All","1880",1,0
40.74838,-73.996705,"New York","New York","Education","1920",2,0
33.7564,-84.3918,"Atlanta","Georgia","History","1980",1,0
36.167028,-86.778441,"Nashville","Tennessee","Health","1950",2,0
37.100565,-76.409939,"Hampton","Virginia","Art","1960",1,0
37.100565,-76.409939,"Hampton","Virginia","Art","All",4,0
36.8466,-76.2855,"Norfolk","Virginia","Education","1970",1,0
36.8466,-76.2855,"Norfolk","Virginia","Education","All",3,0
37.8691,-122.2696,"Berkeley","California","Education","1970",2,0
27.772318,-82.638609,"St. Petersburg","Florida","All","1990",2,0
41.556895,-72.665225,"Middletown","Connecticut","All","1960",1,0
42.896659,-78.884575,"Buffalo","New York","All","1980",1,0
45.443343,-122.775974,"Portland","Oregon","All","1950",2,0
38.634616,-90.191313,"St. Louis","Missouri","All","1950",4,0
40.785511,-73.844955,"College Point","New York","All","All",1,0
40.785511,-73.844955,"College Point","New York","All","1990",1,0
38.912217,-77.017691,"Washington","District of Columbia","Civil rights","1940",2,0
39.213876,-94.63318,"Kansas City","Missouri","All","1900",7,0
40.657107,-73.674143,"Lynbrook","New York","All","1950",2,0
30.0759,-81.5803,"Jacksonville","Florida","All","1990",4,0
40.81307,-74.216467,"Montclair","New Jersey","All","All",3,0
40.81307,-74.216467,"Montclair","New Jersey","All","1930",2,0
42.254522,-84.387476,"Jackson","Michigan","All","1970",1,0
41.6005,-93.6088,"Des Moines","Iowa","All","1890",3,0
41.6005,-93.6088,"Des Moines","Iowa","All","1900",3,0
41.6005,-93.6088,"Des Moines","Iowa","All","1910",1,0
41.6005,-93.6088,"Des Moines","Iowa","All","1920",1,0
41.6005,-93.6088,"Des Moines","Iowa","All","1930",1,0
41.6005,-93.6088,"Des Moines","Iowa","All","1940",1,0
41.6005,-93.6088,"Des Moines","Iowa","All","1960",1,0
35.8381,-80.8842,"Statesville","North Carolina","All","All",3,0
35.8381,-80.8842,"Statesville","North Carolina","All","1980",2,0
40.143141,-74.703249,"Bordentown","New Jersey","All","All",1,0
40.143141,-74.703249,"Bordentown","New Jersey","All","1910",1,0
40.143141,-74.703249,"Bordentown","New Jersey","Education","1910",1,0
40.143141,-74.703249,"Bordentown","New Jersey","All","1920",1,0
40.143141,-74.703249,"Bordentown","New Jersey","Education","1920",1,0
40.143141,-74.703249,"Bordentown","New Jersey","All","1930",1,0
40.143141,-74.703249,"Bordentown","New Jersey","Education","1930",1,0
40.143141,-74.703249,"Bordentown","New Jersey","All","1940",1,0
40.143141,-74.703249,"Bordentown","New Jersey","Education","1940",1,0
40.143141,-74.703249,"Bordentown","New Jersey","All","1950",1,0
40.143141,-74.703249,"Bordentown","New Jersey","Education","1950",1,0
40.143141,-74.703249,"Bordentown","New Jersey","Education","All",1,0
37.8691,-122.2696,"Berkeley","California","Art","1980",1,0
41.593333,-87.346389,"Gary","Indiana","All","1990",1,0
41.593333,-87.346389,"Gary","Indiana","Comic","1990",1,0
41.593333,-87.346389,"Gary","Indiana","Comic","All",1,0
44.983473,-93.268251,"Minneapolis","Minnesota","Music","1990",1,0
32.790439,-96.80439,"Dallas","Texas","All","1900",1,0
41.885847,-87.618123,"Chicago","Illinois","Art","1920",1,0
41.885847,-87.618123,"Chicago","Illinois","Education","1920",2,0
40.74838,-73.996705,"New York","New York","History","1930",2,0
40.7816,-73.8272,"Flushing","New York","All","All",3,0
40.7816,-73.8272,"Flushing","New York","All","1990",1,0
40.7816,-73.8272,"Flushing","New York","Comic","1990",1,0
40.7816,-73.8272,"Flushing","New York","Comic","All",1,0
28.539882,-81.372668,"Orlando","Florida","Music","1970",1,0
32.2999,-90.1843,"Jackson","Mississippi","All","1930",4,0
32.2999,-90.1843,"Jackson","Mississippi","Education","1940",1,0
32.2999,-90.1843,"Jackson","Mississippi","All","1920",2,0
41.019658,-73.807404,"Hartsdale","New York","All","All",1,0
41.019658,-73.807404,"Hartsdale","New York","All","1970",1,0
30.0759,-81.5803,"Jacksonville","Florida","All","1970",1,0
32.503743,-93.748696,"Shreveport","Louisiana","All","1980",5,0
32.503743,-93.748696,"Shreveport","Louisiana","All","1970",2,0
40.6913,-73.8061,"Jamaica","New York","All","1940",1,0
39.214103,-76.878807,"Columbia","Maryland","All","1990",1,0
